id,observed_on_string,observed_on,time_observed_at,time_zone,quality_grade,license,num_identification_agreements,captive_cultivated,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
12365500,2018/05/11 6:27 PM -0500,2018-05-11,2018-05-11 23:27:00 UTC,Bogota,needs_id,CC-BY-NC,3,false,United States,41.6660830185,-87.569263831,268,,,,27754,obscured,,true,,,Esculenta Clade,Morchella,Esculenta Clade,Fungi,1062674
12367058,Fri May 11 2018 18:11:26 GMT-0400 (EDT),2018-05-11,2018-05-11 22:11:26 UTC,Eastern Time (US & Canada),research,,1,false,"Allison Park, PA  15101, Allison Park, PA, US",40.6107483231,-80.0208955154,6,,,,6,,,false,,,Morchella americana,Morchella americana,white morel,Fungi,462132
12369290,Fri May 11 2018 19:05:27 GMT-0700 (PDT),2018-05-11,2018-05-12 02:05:27 UTC,Pacific Time (US & Canada),research,,1,false,"Sierra National Forest, North Fork, CA, US",37.230695,-119.497025,10,,,,10,,,false,,,Morchella tridentina,Morchella tridentina,Mel-2,Fungi,500004
12370700,2018-05-11 4:42:44 PM CDT,2018-05-11,2018-05-11 21:42:44 UTC,Central Time (US & Canada),needs_id,CC-BY,1,false,"Iowa, US",42.1524467069,-91.7276390254,9,,,,27692,obscured,,true,,,morels,Morchella,true morels,Fungi,56830
12376838,Thu May 10 2018 18:38:40 GMT-0400 (EDT),2018-05-10,2018-05-10 22:38:40 UTC,Eastern Time (US & Canada),research,,1,false,"Ontario, CA",42.3139901796,-83.1233773908,5,,,,27661,obscured,,true,,,half-free morel,Morchella punctipes,Half-free Morel,Fungi,133684
12378355,2018-05-12 9:17:26 AM EDT,2018-05-12,2018-05-12 13:17:26 UTC,Eastern Time (US & Canada),research,,2,false,"222-352 Clarks Valley Rd, Dauphin, PA 17018, USA",40.39108683,-76.93463469,9,,,,9,,,false,,,Common Morel,Morchella americana,white morel,Fungi,462132
12381583,2018-05-12 11:38:49 AM EDT,2018-05-12,2018-05-12 15:38:49 UTC,Eastern Time (US & Canada),research,,4,false,"2479-2491 Richmond St NW, Grand Rapids, MI 49504, USA",42.99666008,-85.72936292,9,,,,9,,,false,,,half-free morel,Morchella punctipes,Half-free Morel,Fungi,133684
12385135,2018-05-12 12:22:24 PM EDT,2018-05-12,2018-05-12 16:22:24 UTC,Eastern Time (US & Canada),research,CC-BY-NC,1,false,"Spring Hollow, Akron, OH 44313, USA",41.1668434143,-81.5665283203,,,,,,,,false,gps,gps,half-free morel,Morchella punctipes,Half-free Morel,Fungi,133684
12393100,2018-04-29,2018-04-29,,Pacific Time (US & Canada),research,,2,false,"Bridle Trails State Park, King County, US-WA, US",47.659738,-122.170041,,,,,,,,false,,,Morchella importuna,Morchella importuna,Landscaping Black Morel,Fungi,487375
12398694,Sat May 12 2018 19:46:31 GMT-0400 (EDT),2018-05-12,2018-05-12 23:46:31 UTC,Eastern Time (US & Canada),research,,1,false,"8 Bickford St, Scarborough, ME, US",43.5455583333,-70.3530366667,5,,,,5,,,false,,,Morchella americana,Morchella americana,white morel,Fungi,462132
12399728,2018-05-12 1:53:00 PM CDT,2018-05-12,2018-05-12 18:53:00 UTC,Central Time (US & Canada),research,CC-BY-NC,1,false,"2960 E 128th St, Chicago, IL 60633, USA",41.6629104614,-87.5508651733,,,,,,,,false,gps,gps,Common Morel,Morchella americana,white morel,Fungi,462132
12406688,Fri May 11 2018 19:05:21 GMT-0700 (PDT),2018-05-11,2018-05-12 02:05:21 UTC,Pacific Time (US & Canada),research,,2,false,"Sierra National Forest, North Fork, CA, US",37.2306583333,-119.4970866667,10,,,,10,,,false,,,Morchella tridentina,Morchella tridentina,Mel-2,Fungi,500004
12413331,Sun May 13 2018 10:06:15 GMT-0400 (EDT),2018-05-13,2018-05-13 14:06:15 UTC,Eastern Time (US & Canada),research,,1,false,"500 Lone Pine Rd, Bloomfield Hills, MI, US",42.5701535773,-83.2482840401,10,,,,10,,,false,,,Morchella americana,Morchella americana,white morel,Fungi,462132
12415058,2017/04/08 12:43 PM HST,2017-04-08,2017-04-08 22:43:00 UTC,Hawaii,needs_id,CC-BY-NC,2,false,"42101 Wilderness Lodge Rd, Branscomb, CA 95417, USA",39.718147,-123.6527109,189,,,,189,,,false,,,morels,Morchella,true morels,Fungi,56830
12415748,Tue May 08 2018 14:48:35 GMT-0700 (PDT),2018-05-08,2018-05-08 21:48:35 UTC,Pacific Time (US & Canada),research,,1,false,"Bass Lake, Bass Lake, CA, US",37.3247162402,-119.575036497,2186,,,,2186,,,false,,,Morchella tridentina,Morchella tridentina,Mel-2,Fungi,500004
12416179,2018-05-13 12:02:35 PM EDT,2018-05-13,2018-05-13 16:02:35 UTC,Eastern Time (US & Canada),needs_id,,3,false,"Farmington, NY 14425, USA",42.96638685,-77.36941895,7,,,,7,,,false,,,Esculenta Clade,Morchella,Esculenta Clade,Fungi,1062674
12416619,Sun May 13 2018 11:16:57 GMT-0500 (CDT),2018-05-13,2018-05-13 16:16:57 UTC,Central Time (US & Canada),research,,2,false,"1201 Gloucester Rd, Woodridge, IL, US",41.7204458668,-88.016500253,16,,,,16,,,false,,,Morchella americana,Morchella americana,white morel,Fungi,462132
12418315,Sun May 13 2018 11:49:04 GMT-0500 (CDT),2018-05-13,2018-05-13 16:49:04 UTC,Central Time (US & Canada),research,CC-BY-NC,1,false,"Illinois, US",40.1586553255,-88.2198414047,24,,,,28000,obscured,,true,,,Morchella americana,Morchella americana,white morel,Fungi,462132
12419171,Sun May 13 2018 12:18:04 GMT-0400 (EDT),2018-05-13,2018-05-13 16:18:04 UTC,Eastern Time (US & Canada),needs_id,,4,false,United States,41.7220530431,-73.4965359974,5,,,,27754,obscured,,true,,,Esculenta Clade,Morchella,Esculenta Clade,Fungi,1062674
12426272,Sun May 13 2018 14:53:11 GMT-0600 (MDT),2018-05-13,2018-05-13 20:53:11 UTC,Mountain Time (US & Canada),needs_id,,0,false,"Flathead National Forest, Condon, MT, US",47.5763966667,-113.7386633333,6,,,,6,,,false,,,,Morchella angusticeps,black morel,Fungi,133686
12426809,Sun May 13 2018 17:05:51 GMT-0400 (EDT),2018-05-13,2018-05-13 21:05:51 UTC,Eastern Time (US & Canada),needs_id,CC-BY-NC,2,false,"1360 Capouse Ave, Scranton, PA, US",41.4244088112,-75.6514072885,5,,,,5,,,false,,,Esculenta Clade,Morchella,Esculenta Clade,Fungi,1062674
12428630,2018-05-11 11:17:00 AM EDT,2018-05-11,2018-05-11 15:17:00 UTC,Eastern Time (US & Canada),research,,2,false,"48 St Nicholas Ave, New York, NY 10026, USA",40.8178893981,-73.948636651,258,,,,258,,,false,gps,gps,Morchella americana,Morchella americana,white morel,Fungi,462132
12429626,2018-05-13 3:30:49 PM EDT,2018-05-13,2018-05-13 19:30:49 UTC,Eastern Time (US & Canada),needs_id,CC-BY-NC,2,false,"1828 Smith Rd, Akron, OH 44313, USA",41.1399238623,-81.5757833049,1032,,,,1032,,,false,gps,gps,morels,Morchella,true morels,Fungi,56830
12433128,2018/05/04 12:24 PM EDT,2018-05-04,2018-05-04 16:24:00 UTC,Eastern Time (US & Canada),research,CC-BY-NC,2,false,"1810 Maple Ave, Huron, OH 44839, USA",41.4066321,-82.585371,190,,,,190,,,false,,,Morchella americana,Morchella americana,white morel,Fungi,462132
12436476,Sun May 13 2018 18:24:20 GMT-0500 (CDT),2018-05-13,2018-05-13 23:24:20 UTC,Central Time (US & Canada),research,,1,false,"Wisconsin, US",42.9359451241,-91.094178536,30,,,,27568,obscured,,true,,,Morchella americana,Morchella americana,white morel,Fungi,462132
12438559,Wed May 09 2018 15:08:37 GMT-0700 (MST),2018-05-09,2018-05-09 21:08:37 UTC,Mountain Time (US & Canada),needs_id,,2,false,"Kaibab National Forest, Marble Canyon, AZ, US",36.7121579428,-112.2256968197,236,,,,236,,,false,,,morels,Morchella,true morels,Fungi,56830
12440440,2018-05-09 12:44:22 PM PDT,2018-05-09,2018-05-09 19:44:22 UTC,Pacific Time (US & Canada),research,,1,false,"Joseph Stewart State Park, Prospect, OR 97536, USA",42.686111,-122.61907715,9,,,,9,,,false,,,Mel-10,Morchella importuna,Landscaping Black Morel,Fungi,487375
12444970,2018-05-13 1:11:22 PM EDT,2018-05-13,2018-05-13 17:11:22 UTC,Eastern Time (US & Canada),research,,2,false,"Wilmot Township, MI, USA",45.282849894,-84.7274945676,8256,,,,8256,,,false,gps,gps,black morel,Morchella angusticeps,black morel,Fungi,133686
12452576,2018-05-13,2018-05-13,,Mountain Time (US & Canada),needs_id,CC-BY-NC,1,false,"Utah, US",40.883011648,-111.7415799787,138,,,,27877,obscured,,true,,,Elata Clade,Distantes,Elata Clade,Fungi,1062676
12454661,Mon May 14 2018 10:36:57 GMT-0700 (PDT),2018-05-14,2018-05-14 17:36:57 UTC,Pacific Time (US & Canada),needs_id,,3,false,"63 Char Ln, Sandpoint, ID, US",48.4013020898,-116.2967435697,24,,,,24,,,false,,,morels,Morchella,true morels,Fungi,56830
12454777,2018-05-14 10:35:54 AM EDT,2018-05-14,2018-05-14 14:35:54 UTC,Eastern Time (US & Canada),research,CC-BY-NC,2,false,"313 Adams Ave, Philadelphia, PA 19120, USA",40.0427818298,-75.1122283936,,,,,,,,false,gps,gps,Morchella americana,Morchella americana,white morel,Fungi,462132
12461499,Mon May 14 2018 16:20:27 GMT-0400 (EDT),2018-05-14,2018-05-14 20:20:27 UTC,Eastern Time (US & Canada),research,CC-BY-NC,1,false,"Ontario, CA",43.8929667098,-80.0473039792,292,,,,27411,obscured,,true,,,black morel,Morchella angusticeps,black morel,Fungi,133686
12461592,Mon May 14 2018 14:53:17 GMT-0400 (EDT),2018-05-14,2018-05-14 18:53:17 UTC,Eastern Time (US & Canada),research,CC-BY-NC,1,false,"Ontario, CA",43.9838047337,-80.1947437854,437,,,,27411,obscured,,true,,,black morel,Morchella angusticeps,black morel,Fungi,133686
12470898,2018/05/14 2:22 PM EDT,2018-05-14,2018-05-14 18:22:00 UTC,Eastern Time (US & Canada),needs_id,CC-BY,1,false,"Michigan, US",42.0433026606,-84.1772213204,,,,,27692,obscured,,true,,"",true morels,Morchella americana,white morel,Fungi,462132
12476228,Tue May 15 2018 06:47:08 GMT-0400 (EDT),2018-05-15,2018-05-15 10:47:08 UTC,Eastern Time (US & Canada),research,,1,false,"Middlesex, CA-ON, CA",42.8679281933,-81.2103720859,24801,,,,24801,,,false,,,Morchella americana,Morchella americana,white morel,Fungi,462132
12476410,Mon May 14 2018 13:51:54 GMT-0400 (EDT),2018-05-14,2018-05-14 17:51:54 UTC,Eastern Time (US & Canada),research,CC-BY-NC,3,false,"Ohio, US",41.1931048313,-81.2179162303,162,,,,27847,obscured,,true,,,Common Morel,Morchella americana,white morel,Fungi,462132
12476447,Mon May 14 2018 15:40:27 GMT-0400 (EDT),2018-05-14,2018-05-14 19:40:27 UTC,Eastern Time (US & Canada),needs_id,CC-BY-NC,2,false,"Ohio, US",41.0327234408,-81.3075450219,122,,,,27847,obscured,,true,,,morels,Morchella,true morels,Fungi,56830
12483547,2018/05/08 10:33 AM CDT,2018-05-08,2018-05-08 15:33:00 UTC,Central Time (US & Canada),needs_id,CC-BY-NC,3,false,"Fairborn, OH 45324, USA",39.7835222222,-84.0560444444,10,,,,10,,,false,,,Esculenta Clade,Morchella,Esculenta Clade,Fungi,1062674
12487012,2018-05-15 1:43:26 PM EDT,2018-05-15,2018-05-15 17:43:26 UTC,Eastern Time (US & Canada),research,,2,false,"Western Reserve Greenway, Morgan Township, OH, USA",41.63801325,-80.84595112,5,,,,5,,,false,,,black morel,Morchella angusticeps,black morel,Fungi,133686
12498172,Tue May 15 2018 12:32:29 GMT-0700 (PDT),2018-05-15,2018-05-15 19:32:29 UTC,Pacific Time (US & Canada),needs_id,,1,false,"7000 Isaiah Rd, Georgetown, CA, US",38.9188294242,-120.8172747779,1671,,,,1671,,,false,,,morels,Morchella,true morels,Fungi,56830
12503246,2018/05/15 2:36 PM HST,2018-05-15,2018-05-16 00:36:00 UTC,Hawaii,needs_id,CC-BY-NC,3,false,"T-260, Houston, MN 55943, USA",43.76734,-91.42999,185,,,,185,,,false,,,Esculenta Clade,Morchella,Esculenta Clade,Fungi,1062674
12503537,2018-05-15 1:30:47 PM EDT,2018-05-15,2018-05-15 17:30:47 UTC,Eastern Time (US & Canada),research,,2,false,"Western Reserve Greenway, Morgan Township, OH, USA",41.6451814008,-80.8460031822,1032,,,,1032,,,false,,,Common Morel,Morchella americana,white morel,Fungi,462132
12513708,2018-05-16 10:23:47 AM EDT,2018-05-16,2018-05-16 14:23:47 UTC,Eastern Time (US & Canada),research,CC-BY-NC,2,false,"16146 Daniel St NE, Minerva, OH 44657, USA",40.82202082,-81.09626095,9,,,,9,,,false,gps,gps,Morchella americana,Morchella americana,white morel,Fungi,462132
12517509,Wed May 16 2018 12:36:45 GMT-0400 (EDT),2018-05-16,2018-05-16 16:36:45 UTC,Eastern Time (US & Canada),research,,1,false,"Granville, OH  43023, Granville, OH, US",40.0555305,-82.5296333333,5,,,,5,,,false,,,Morchella americana,Morchella americana,white morel,Fungi,462132
12520700,2018-05-16 11:07:32 AM CDT,2018-05-16,2018-05-16 16:07:32 UTC,Central Time (US & Canada),research,CC-BY-NC,1,false,"200-698 North Point Dr, Winthrop Harbor, IL 60096, USA",42.4889450073,-87.8062438965,,,,,,,,false,gps,gps,Morchella americana,Morchella americana,white morel,Fungi,462132
12520913,2018-05-16 11:56:44 AM CDT,2018-05-16,2018-05-16 16:56:44 UTC,Central Time (US & Canada),needs_id,CC-BY-NC,2,false,United States,42.5586565373,-87.9557833515,7,,,,27630,obscured,,true,,,morels,Morchella,true morels,Fungi,56830
12521045,2018-05-16 3:11:14 PM EDT,2018-05-16,2018-05-16 19:11:14 UTC,Eastern Time (US & Canada),needs_id,CC-BY-NC,4,false,"Kalamazoo County, US-MI, US",42.37435091,-85.31363596,9,,,,9,,,false,gps,gps,Esculenta Clade,Morchella,Esculenta Clade,Fungi,1062674
12530120,2018-05-16 1:39:12 PM EDT,2018-05-16,2018-05-16 17:39:12 UTC,Eastern Time (US & Canada),research,,2,false,"Western Reserve Greenway, Austinburg, OH 44010, USA",41.78000579,-80.848135,8,,,,8,,,false,,,Common Morel,Morchella americana,white morel,Fungi,462132
12534675,2018-04-02,2018-04-02,,Pacific Time (US & Canada),research,CC-BY-NC,1,false,"El Cajon, California, USA",32.7993,-116.953,6471,,,,6471,,,false,,,Landscape Morel,Morchella rufobrunnea,Woodchip Morel,Fungi,206090
12536348,2018-05-06 1:18:46 PM PDT,2018-05-06,2018-05-06 20:18:46 UTC,Pacific Time (US & Canada),needs_id,CC-BY-NC,3,false,"California, US",41.4139649474,-123.5291488745,44028,,,,44028,obscured,,true,gps,gps,Morchella,Morchella,true morels,Fungi,56830
12536499,Fri Apr 27 2018 11:14:03 GMT-0700 (PDT),2018-04-27,2018-04-27 18:14:03 UTC,Pacific Time (US & Canada),research,,1,false,"California, US",38.5707629125,-122.4092613647,5,,,,28240,obscured,,true,,,Landscape Morel,Morchella rufobrunnea,Woodchip Morel,Fungi,206090
12537309,Sun Apr 22 2018 12:14:07 GMT-0700 (PDT),2018-04-22,2018-04-22 19:14:07 UTC,Pacific Time (US & Canada),needs_id,CC-BY-NC,1,false,"Olympic National Park, Port Angeles, WA, US",48.0553638333,-123.7790216667,5,,,,5,,,false,,,morels,Morchella,true morels,Fungi,56830
12541313,Thu May 17 2018 08:54:02 GMT-0400 (EDT),2018-05-17,2018-05-17 12:54:02 UTC,Eastern Time (US & Canada),needs_id,CC-BY-NC,2,false,"Point Pelee National Park, Leamington, ON, CA",41.9351366667,-82.5147783333,24,,,,24,,,false,,,Esculenta Clade,Morchella,Esculenta Clade,Fungi,1062674
12546368,Fri Apr 27 2018 16:33:11 GMT-0700 (PDT),2018-04-27,2018-04-27 23:33:11 UTC,Pacific Time (US & Canada),needs_id,,1,false,"University of California, San Diego, San Diego, CA, US",32.8729969603,-117.2367773143,22,,,,22,,,false,,,morels,Morchella rufobrunnea,Woodchip Morel,Fungi,206090
12552477,2018/04/30 10:47 AM CDT,2018-04-30,2018-04-30 15:47:00 UTC,Central Time (US & Canada),research,CC-BY-NC,1,false,"Jefferson, Missouri, United States",38.4199538056,-90.6496911111,,,,,,,,false,,,Morchella americana,Morchella americana,white morel,Fungi,462132
12554009,Thu May 17 2018 16:04:49 GMT-0400 (EDT),2018-05-17,2018-05-17 20:04:49 UTC,Eastern Time (US & Canada),needs_id,,1,false,"426 Bridge St, South Hamilton, MA, US",42.6216401719,-70.8325999417,5,,,,5,,,false,,,Morchella americana,Morchella americana,white morel,Fungi,462132
12557980,2018/05/17 2:44 PM EDT,2018-05-17,2018-05-17 18:44:00 UTC,Eastern Time (US & Canada),research,CC-BY-NC,1,false,"Dundas, Hamilton, ON, Canada",43.2815733333,-79.90522,,,,,,,,false,,,Morchella americana,Morchella americana,white morel,Fungi,462132
12558960,Thu May 17 2018 18:46:51 GMT-0400 (EDT),2018-05-17,2018-05-17 22:46:51 UTC,Eastern Time (US & Canada),research,CC-BY-NC,1,false,"8734 Guilford Rd, Seville, OH, US",41.034990619,-81.8329189719,10,,,,10,,,false,,,Morchella americana,Morchella americana,white morel,Fungi,462132
12559228,Thu May 17 2018 16:35:11 GMT-0500 (CDT),2018-05-17,2018-05-17 21:35:11 UTC,Central Time (US & Canada),needs_id,,2,false,"3103 Michigan Adj St, Hammond, IN, US",41.61273,-87.4531633333,5,,,,5,,,false,,,Esculenta Clade,Morchella,Esculenta Clade,Fungi,1062674
12562810,Thu May 17 2018 20:03:26 GMT-0400 (EDT),2018-05-17,2018-05-18 00:03:26 UTC,Eastern Time (US & Canada),research,,3,false,"140 Allen St, Zorra, ON, CA",43.0609959861,-80.9971265791,170,,,,170,,,false,,,Common Morel,Morchella americana,white morel,Fungi,462132
12569362,Wed May 16 2018 14:15:51 GMT-0700 (PDT),2018-05-16,2018-05-16 21:15:51 UTC,Pacific Time (US & Canada),needs_id,CC-BY-NC,2,false,"Mariposa County, Sierra National Forest, US-CA, US",37.5267004589,-119.6391281348,,,,,28388,obscured,,true,,,morels,Morchella,true morels,Fungi,56830
12571373,2016/05/17 6:28 AM EDT,2016-05-17,2016-05-17 10:28:00 UTC,Eastern Time (US & Canada),needs_id,,4,false,"Montpelier, VT 05602, USA",44.2600593,-72.5753869,7177,,,,7177,,,false,,,Esculenta Clade,Morchella,Esculenta Clade,Fungi,1062674
12577023,Thu May 17 2018 14:37:33 GMT-0700 (PDT),2018-05-17,2018-05-17 21:37:33 UTC,Pacific Time (US & Canada),needs_id,CC-BY-NC,4,false,"Sequoia National Park, Three Rivers, CA, US",36.5571279296,-118.7493145992,180,,,,180,,,false,,,morels,Morchella,true morels,Fungi,56830
12590065,Tue May 15 2018 12:59:48 GMT-0400 (EDT),2018-05-15,2018-05-15 16:59:48 UTC,Eastern Time (US & Canada),needs_id,CC-BY-NC,3,false,"Ojibway Prairie Provincial Nature Reserve, Windsor, ON, CA",42.26298,-83.0710916667,,,,,,,,false,,,Esculenta Clade,Morchella,Esculenta Clade,Fungi,1062674
12591116,2018/05/17 11:39 PM CDT,2018-05-17,2018-05-18 04:39:00 UTC,Central Time (US & Canada),research,CC-BY-NC,2,false,"South Milwaukee, WI 53172, USA",42.9011186398,-87.8576660156,4866,,,,4866,,,false,,,Common Morel,Morchella americana,white morel,Fungi,462132
12594833,Fri May 18 2018 18:41:03 GMT-0500 (CDT),2018-05-18,2018-05-18 23:41:03 UTC,Central Time (US & Canada),needs_id,,0,false,"North Sioux City, SD  57049, North Sioux City, SD, US",42.5207133333,-96.52462,10,,,,10,,,false,,,,Morchella americana,white morel,Fungi,462132
12617546,Sat May 19 2018 14:47:12 GMT-0500 (CDT),2018-05-19,2018-05-19 19:47:12 UTC,Central Time (US & Canada),research,CC-BY-NC,1,false,"Eggers Woods, Chicago, IL, US",41.6844883333,-87.52897,5,,,,5,,,false,,,Morchella americana,Morchella americana,white morel,Fungi,462132
12628945,2018/05/19 12:26 PM CDT,2018-05-19,2018-05-19 17:26:00 UTC,Central Time (US & Canada),research,CC0,2,false,"Berrien County, MI, USA",41.9927783333,-86.5500583333,10,,,,10,,,false,,"",Common Morel,Morchella americana,white morel,Fungi,462132
12628947,2018/05/19 12:30 PM CDT,2018-05-19,2018-05-19 17:30:00 UTC,Central Time (US & Canada),research,CC0,2,false,"Berrien County, MI, USA",41.9930816667,-86.5501883333,10,,,,10,,,false,,"",Common Morel,Morchella americana,white morel,Fungi,462132
12629619,Sat May 19 2018 17:27:05 GMT-0700 (PDT),2018-05-19,2018-05-20 00:27:05 UTC,Pacific Time (US & Canada),research,CC-BY-NC,1,false,"Snoqualmie National Forest, Ashford, WA, US",47.0214695,-121.55632,128,,,,128,,,false,,,Morchella tomentosa,Morchella tomentosa,Gray Morel,Fungi,501698
12629695,Sat May 19 2018 11:04:08 GMT-0700 (PDT),2018-05-19,2018-05-19 18:04:08 UTC,Pacific Time (US & Canada),needs_id,CC-BY-NC,1,false,"Snoqualmie National Forest, Enumclaw, WA, US",47.01479445,-121.5274883333,32,,,,32,,,false,,,morels,Morchella,true morels,Fungi,56830
12631416,Sat May 19 2018 10:12:29 GMT-0700 (PDT),2018-05-19,2018-05-19 17:12:29 UTC,Pacific Time (US & Canada),needs_id,CC-BY-NC,2,false,"Snoqualmie National Forest, Enumclaw, WA, US",47.0142222167,-121.5276033333,96,,,,96,,,false,,,morels,Morchella,true morels,Fungi,56830
12641826,Fri May 18 2018 15:53:55 GMT-0700 (PDT),2018-05-18,2018-05-18 22:53:55 UTC,Pacific Time (US & Canada),needs_id,CC-BY-NC,1,false,"Snoqualmie National Forest, Ashford, WA, US",47.0687611667,-121.578545,24,,,,24,,,false,,,morels,Morchella,true morels,Fungi,56830
12642361,2018/05/19 4:09 PM PDT,2018-05-19,2018-05-19 23:09:00 UTC,Pacific Time (US & Canada),research,CC-BY-NC,2,false,"Pierce County, WA, USA",47.0148739625,-121.5287017822,31,,,,31,,,false,,,Gray Morel,Morchella tomentosa,Gray Morel,Fungi,501698
12644306,Sun May 20 2018 11:32:03 GMT-0400 (EDT),2018-05-20,2018-05-20 15:32:03 UTC,Eastern Time (US & Canada),research,CC-BY,2,false,"Luther Marsh, Wellington North, ON, CA",43.95145,-80.45855,5,,,,5,,,false,,,black morel,Morchella angusticeps,black morel,Fungi,133686
12648585,Thu May 10 2018 10:58:15 GMT-0400 (EDT),2018-05-10,2018-05-10 14:58:15 UTC,Eastern Time (US & Canada),research,CC-BY-NC,2,false,"Monongalia County, US-WV, US",39.5991732416,-79.9595947522,22,,,,22,,,false,,,Common Morel,Morchella americana,white morel,Fungi,462132
12648679,Thu May 10 2018 11:32:56 GMT-0400 (EDT),2018-05-10,2018-05-10 15:32:56 UTC,Eastern Time (US & Canada),research,CC-BY-NC,2,false,"1101–1147 Dorsey Knob Rd, Morgantown, WV, US",39.5987166667,-79.9591833333,22,,,,22,,,false,,,Common Morel,Morchella americana,white morel,Fungi,462132
12652798,2018-05-20 11:36:00 AM EDT,2018-05-20,2018-05-20 15:36:00 UTC,Eastern Time (US & Canada),research,CC-BY-NC-SA,2,false,"Ohio, US",41.2489118603,-81.4582159136,,,,,27816,obscured,,true,gps,gps,Common Morel,Morchella americana,white morel,Fungi,462132
12653235,2018-05-19 9:38:13 AM PDT,2018-05-19,2018-05-19 16:38:13 UTC,Pacific Time (US & Canada),needs_id,,1,false,"Unnamed Road, Anatone, WA 99401, USA",46.0793428553,-117.1729877964,5504,,,,5504,,,false,gps,gps,morels,Morchella,true morels,Fungi,56830
12654063,2018-05-20 11:53:10 AM EDT,2018-05-20,2018-05-20 15:53:10 UTC,Eastern Time (US & Canada),research,CC-BY-NC,2,false,"John de Pencier Trail, Peterborough, ON K9L 1E9, Canada",44.3464960531,-78.2894710824,2064,,,,2064,,,false,gps,gps,Common Morel,Morchella americana,white morel,Fungi,462132
12655101,Sun May 20 2018 15:59:28 GMT-0400 (EDT),2018-05-20,2018-05-20 19:59:28 UTC,Eastern Time (US & Canada),needs_id,,0,false,"3267–3299 Patty Ann Dr, Stow, OH, US",41.1555384798,-81.4482867625,10,,,,10,,,false,,,Morel mushroom,Morchella,true morels,Fungi,56830
12655955,Sun May 20 2018 15:01:55 GMT-0500 (CDT),2018-05-20,2018-05-20 20:01:55 UTC,Central Time (US & Canada),research,,1,false,"Lewis and Clark State Park, Onawa, IA, US",42.0409166667,-96.167795,5,,,,5,,,false,,,Common Morel,Morchella americana,white morel,Fungi,462132
12662867,2018-05-20,2018-05-20,,Mountain Time (US & Canada),research,CC-BY-NC,1,false,"Lakes Divide Rd, Coeur d'Alene, ID 83814, USA",47.6218764169,-116.5285173431,4128,,,,4128,,,false,gps,gps,Common Morel,Morchella americana,white morel,Fungi,462132
12664260,2018-05-09 12:44:22 PM PDT,2018-05-09,2018-05-09 19:44:22 UTC,Pacific Time (US & Canada),needs_id,,2,false,"Jackson County, US-OR, US",42.86415836,-122.5033651,10,,,,10,,,false,,,morels,Morchella,true morels,Fungi,56830
12667571,2018-05-20 3:06:25 PM EDT,2018-05-20,2018-05-20 19:06:25 UTC,Eastern Time (US & Canada),needs_id,CC-BY-NC,2,false,"102 Pinder Point Ct, DuBois, PA 15801, USA",41.1616516113,-78.6935119629,,,,,,,,false,gps,gps,Esculenta Clade,Morchella,Esculenta Clade,Fungi,1062674
12668678,Sun May 13 2018 14:53:00 GMT-0400 (EDT),2018-05-13,2018-05-13 18:53:00 UTC,Eastern Time (US & Canada),research,,2,false,"1719 Old Carlisle Rd, Aspers, PA, US",39.9630688193,-77.2048631899,80,,,,80,,,false,,,white morel,Morchella americana,white morel,Fungi,462132
12674855,Mon May 21 2018 08:51:42 GMT-0400 (EDT),2018-05-21,2018-05-21 12:51:42 UTC,Eastern Time (US & Canada),research,CC-BY,1,false,"5859 5th Line Property, ON, CA",43.6959033333,-80.24643,5,,,,5,,,false,,"",black morel,Morchella angusticeps,black morel,Fungi,133686
12675499,2018/05/16 9:37 AM EDT,2018-05-16,2018-05-16 13:37:00 UTC,Eastern Time (US & Canada),research,CC0,1,false,"McKean County, PA, USA",41.8808061711,-78.3495220884,10464,,,,10464,,,false,,,Common Morel,Morchella americana,white morel,Fungi,462132
12675983,2018/05/20 9:43 AM EDT,2018-05-20,2018-05-20 13:43:00 UTC,Eastern Time (US & Canada),research,CC0,1,false,"New York, US",42.0798927467,-78.7816281952,1226,,,,27692,obscured,,true,,,Morchella punctipes,Morchella punctipes,Half-free Morel,Fungi,133684
12677018,Mon May 21 2018 10:37:17 GMT-0400 (EDT),2018-05-21,2018-05-21 14:37:17 UTC,Eastern Time (US & Canada),research,,1,false,"22601–22675 Kenesserie Rd, Chatham-Kent, ON, CA",42.54619187,-81.93433178,165,,,,165,,,false,,,Common Morel,Morchella americana,white morel,Fungi,462132
12679721,Mon May 21 2018 09:01:01 GMT-0400 (AST),2018-05-21,2018-05-21 12:01:01 UTC,Atlantic Time (Canada),research,,3,false,"9 Buell St, Hanover, NH, US",43.69595,-72.28778,200,,,,200,,,false,,,Common Morel,Morchella americana,white morel,Fungi,462132
12684688,Mon May 21 2018 14:57:43 GMT-0400 (EDT),2018-05-21,2018-05-21 18:57:43 UTC,Eastern Time (US & Canada),research,,1,false,"56 Deer Run Rd, Wilton, CT, US",41.24878,-73.4746166667,10,,,,10,,,false,,,Common Morel,Morchella americana,white morel,Fungi,462132
