datetime,source_db,scientific_name,geometry,country,prov_state,level_01,level_02,eco_region,lulc
2017-04-27T10:15:28Z,tgm,NA,"c(6482665.29891798, 819832.665873011)",USA,Wisconsin,Dodge,NA,Southeastern Wisconsin Till Plains,14
2017-04-27T10:39:42Z,tgm,NA,"c(6518791.13795383, 665654.556252318)",USA,Illinois,Cook,NA,Southeastern Wisconsin Till Plains,17
2017-04-27T10:41:27Z,tgm,NA,"c(7056570.5491976, 551357.127623731)",USA,Ohio,Holmes,NA,Erie Drift Plain,17
2017-04-27T13:26:39Z,tgm,NA,"c(6219449.31516413, 869240.389637686)",USA,Minnesota,Winona,NA,Driftless Area,5
2017-04-27T16:24:11Z,tgm,NA,"c(6508574.90381417, 643128.352084614)",USA,Illinois,DuPage,NA,Central Corn Belt Plains,17
2017-04-27T16:24:11Z,tgm,NA,"c(7170793.97811202, 369467.473718238)",USA,West Virginia,Calhoun,NA,Western Allegheny Plateau,17
2017-04-27T16:24:11Z,tgm,NA,"c(6675681.3747925, 923675.607719656)",USA,Michigan,Manistee,NA,Northern Lakes and Forests,17
2017-04-27T16:24:11Z,tgm,NA,"c(7292846.53490308, 478534.998460706)",USA,West Virginia,Preston,NA,Central Appalachians,17
2017-04-28T05:40:42Z,tgm,NA,"c(6503213.99013448, 769993.967506182)",USA,Wisconsin,Waukesha,NA,Southeastern Wisconsin Till Plains,14
2017-04-28T07:47:39Z,tgm,NA,"c(6894524.72350091, 817922.492129323)",USA,Michigan,Genesee,NA,Southern Michigan/Northern Indiana Drift Plains,17
2017-04-28T07:52:57Z,tgm,NA,"c(6803960.19825683, 900447.874909491)",USA,Michigan,Gladwin,NA,Northern Lakes and Forests,17
2017-04-28T07:57:24Z,tgm,NA,"c(6395159.66511607, 755562.431168742)",USA,Wisconsin,Dane,NA,Southeastern Wisconsin Till Plains,17
2017-04-28T08:02:37Z,tgm,NA,"c(5825396.42017635, 614256.304788353)",USA,Nebraska,Washington,NA,Western Corn Belt Plains,17
2017-04-28T08:04:56Z,tgm,NA,"c(6650726.29951179, 353553.944115323)",USA,Indiana,Owen,NA,Interior Plateau,17
2017-04-29T07:29:43Z,tgm,NA,"c(7459178.35310533, 541481.574152095)",USA,Pennsylvania,Franklin,NA,Ridge and Valley,17
2017-04-29T07:45:49Z,tgm,NA,"c(7732050.80098082, 828671.829547174)",USA,New York,Dutchess,NA,Northeastern Coastal Zone,5
2017-04-29T07:47:10Z,tgm,NA,"c(6137032.77951677, 431529.523373936)",USA,Missouri,Adair,NA,Central Irregular Plains,17
2017-04-29T07:50:36Z,tgm,NA,"c(6216950.91633251, 634146.123187684)",USA,Iowa,Linn,NA,Western Corn Belt Plains,17
2017-04-29T07:53:20Z,tgm,NA,"c(7659184.48331243, 655717.609538569)",USA,Pennsylvania,Bucks,NA,Northern Piedmont,17
2017-04-29T07:54:18Z,tgm,NA,"c(6616192.90408795, 594922.884903465)",USA,Indiana,Porter,NA,Central Corn Belt Plains,17
2017-04-29T07:56:55Z,tgm,NA,"c(6481760.00774181, 772138.444414292)",USA,Wisconsin,Waukesha,NA,Southeastern Wisconsin Till Plains,17
2017-04-29T07:59:19Z,tgm,NA,"c(7318444.46547023, 883285.137707265)",USA,New York,Genesee,NA,Eastern Great Lakes Lowlands,17
2017-04-29T08:08:29Z,tgm,NA,"c(7573799.99951651, 581979.46229154)",USA,Pennsylvania,Lancaster,NA,Northern Piedmont,17
2017-04-29T12:55:32Z,tgm,NA,"c(7098678.22794062, 606329.523892974)",USA,Ohio,Summit,NA,Erie Drift Plain,17
2017-04-29T12:55:32Z,tgm,NA,"c(7207915.85623834, 585837.992603331)",USA,Pennsylvania,Beaver,NA,Western Allegheny Plateau,17
2017-04-29T13:59:06Z,tgm,NA,"c(7518341.38500591, 947221.865825348)",USA,New York,Oswego,NA,Eastern Great Lakes Lowlands,17
2017-04-29T13:59:06Z,tgm,NA,"c(3873567.56366928, 1592357.87273919)",USA,Oregon,Clackamas,NA,Willamette Valley,17
2017-04-29T14:29:24Z,tgm,NA,"c(4532209.65124208, 1484216.94185508)",USA,Montana,Missoula,NA,Middle Rockies,17
2017-04-29T14:29:24Z,tgm,NA,"c(6984438.83705605, 485867.889070003)",USA,Ohio,Delaware,NA,Eastern Corn Belt Plains,17
2017-04-29T14:29:24Z,tgm,NA,"c(7193986.07368388, 876504.886847256)",CAN,Ontario,Hamilton,Hamilton,Lake Erie Lowland,17
2017-04-29T14:29:24Z,tgm,NA,"c(3467287.81969003, 1123724.6347094)",USA,California,Humboldt,NA,Coast Range,6
2017-04-29T14:29:24Z,tgm,NA,"c(7423064.84186719, 923386.57600198)",USA,New York,Wayne,NA,Eastern Great Lakes Lowlands,17
2017-04-29T14:29:24Z,tgm,NA,"c(6985268.68177674, 460331.385471584)",USA,Ohio,Franklin,NA,Eastern Corn Belt Plains,17
2017-04-29T14:29:24Z,tgm,NA,"c(7442210.01620637, 628227.53546352)",USA,Pennsylvania,Mifflin,NA,Ridge and Valley,17
2017-04-29T14:29:24Z,tgm,NA,"c(7424333.24526222, 650182.021984986)",USA,Pennsylvania,Centre,NA,Ridge and Valley,17
2017-04-30T08:56:40Z,tgm,NA,"c(6762192.79948682, 790966.505835271)",USA,Michigan,Ionia,NA,Southern Michigan/Northern Indiana Drift Plains,17
2017-04-30T08:58:28Z,tgm,NA,"c(6030824.25365467, 970262.241333344)",USA,Minnesota,Carver,NA,North Central Hardwood Forests,17
2017-04-30T09:30:10Z,tgm,NA,"c(6705687.31489258, 790071.619567591)",USA,Michigan,Ottawa,NA,Southern Michigan/Northern Indiana Drift Plains,15
2017-04-30T09:32:12Z,tgm,NA,"c(6703862.70854005, 840686.865704064)",USA,Michigan,Newaygo,NA,Northern Lakes and Forests,17
2017-04-30T09:32:12Z,tgm,NA,"c(7498549.89808006, 538519.97297462)",USA,Pennsylvania,Adams,NA,Northern Piedmont,17
2017-04-30T09:32:12Z,tgm,NA,"c(5327258.98752393, 1414795.77646942)",USA,North Dakota,Williams,NA,Northwestern Great Plains,17
2017-04-30T09:32:12Z,tgm,NA,"c(5913764.3414495, 1168391.52859688)",USA,Minnesota,Otter Tail,NA,North Central Hardwood Forests,17
2017-04-30T09:32:12Z,tgm,NA,"c(6018226.43844334, 691347.367151163)",USA,Iowa,Webster,NA,Western Corn Belt Plains,17
2017-04-30T09:32:12Z,tgm,NA,"c(5932810.75125521, 1087714.48835516)",USA,Minnesota,Douglas,NA,North Central Hardwood Forests,15
2017-04-30T09:32:12Z,tgm,NA,"c(5806186.17249913, 747840.661955989)",USA,Iowa,Plymouth,NA,Western Corn Belt Plains,17
2017-04-30T09:32:12Z,tgm,NA,"c(6516078.75452351, 627503.922797157)",USA,Illinois,DuPage,NA,Central Corn Belt Plains,17
2017-05-01T09:09:13Z,tgm,NA,"c(6073070.76112731, 951129.87900992)",USA,Minnesota,Scott,NA,North Central Hardwood Forests,17
2017-05-01T09:17:15Z,tgm,NA,"c(6020084.52204227, 1014364.73726851)",USA,Minnesota,Wright,NA,North Central Hardwood Forests,18
2017-05-01T09:21:54Z,tgm,NA,"c(7111219.81614515, 616478.765592746)",USA,Ohio,Portage,NA,Erie Drift Plain,17
2017-05-01T09:25:17Z,tgm,NA,"c(3996064.76604154, 1837321.31951095)",USA,Washington,Snohomish,NA,Strait of Georgia/Puget Lowland,17
2017-05-01T09:25:50Z,tgm,NA,"c(6709455.01045338, 551736.729733624)",USA,Indiana,Fulton,NA,Southern Michigan/Northern Indiana Drift Plains,17
2017-05-01T09:27:39Z,tgm,NA,"c(7384748.26673247, 572833.878956937)",USA,Pennsylvania,Blair,NA,Ridge and Valley,17
2017-05-01T09:30:20Z,tgm,NA,"c(6504101.52469023, 778924.782084588)",USA,Wisconsin,Waukesha,NA,Southeastern Wisconsin Till Plains,15
2017-05-01T09:34:03Z,tgm,NA,"c(6514063.50066419, 592626.963878098)",USA,Illinois,Will,NA,Central Corn Belt Plains,17
2017-05-01T09:34:49Z,tgm,NA,"c(7694334.5113083, 752206.235805683)",USA,New Jersey,Sussex,NA,Northern Appalachian and Atlantic Maritime Highlands,17
2017-05-01T10:39:20Z,tgm,NA,"c(6095526.4259117, 960914.650447426)",USA,Minnesota,Dakota,NA,North Central Hardwood Forests,17
2017-05-01T18:51:50Z,tgm,NA,"c(6729191.63801017, 994567.575392875)",USA,Michigan,Antrim,NA,North Central Hardwood Forests,17
2017-05-01T18:57:18Z,tgm,NA,"c(4351629.65577986, 1545368.69492176)",USA,Idaho,Latah,NA,Columbia Mountains/Northern Rockies,17
2017-05-01T18:57:18Z,tgm,NA,"c(4975351.07354896, 1234228.97433614)",USA,Montana,Big Horn,NA,Northwestern Great Plains,10
2017-05-01T19:33:01Z,tgm,NA,"c(4367024.0863915, 1645197.31745001)",USA,Idaho,Kootenai,NA,Columbia Mountains/Northern Rockies,17
2017-05-01T19:33:01Z,tgm,NA,"c(7538300.25384865, 565607.770807117)",USA,Pennsylvania,York,NA,Northern Piedmont,17
2017-05-01T19:33:01Z,tgm,NA,"c(7746691.31441858, 762587.497005553)",USA,New York,Westchester,NA,Northeastern Coastal Zone,18
2017-05-01T19:33:01Z,tgm,NA,"c(6877028.95567747, 719575.948956642)",USA,Michigan,Washtenaw,NA,Eastern Corn Belt Plains,17
2017-05-01T19:33:01Z,tgm,NA,"c(6480810.57959477, 712307.013293555)",USA,Wisconsin,Walworth,NA,Southeastern Wisconsin Till Plains,17
2017-05-02T09:45:35Z,tgm,NA,"c(6495649.27068404, 770104.860330368)",USA,Wisconsin,Waukesha,NA,Southeastern Wisconsin Till Plains,17
2017-05-02T10:02:14Z,tgm,NA,"c(6894307.61505916, 736669.642044835)",USA,Michigan,Oakland,NA,Southern Michigan/Northern Indiana Drift Plains,17
2017-05-02T10:02:59Z,tgm,NA,"c(6809541.39985811, 731850.239410556)",USA,Michigan,Eaton,NA,Southern Michigan/Northern Indiana Drift Plains,17
2017-05-02T12:51:25Z,tgm,NA,"c(3867892.6517431, 1454750.50688305)",USA,Oregon,Deschutes,NA,Eastern Cascades Slopes and Foothills,17
2017-05-02T12:53:12Z,tgm,NA,"c(6727700.41343066, 812794.44160805)",USA,Michigan,Kent,NA,Southern Michigan/Northern Indiana Drift Plains,15
2017-05-02T12:59:17Z,tgm,NA,"c(6724513.58080804, 741630.667501643)",USA,Michigan,Allegan,NA,Southern Michigan/Northern Indiana Drift Plains,17
2017-05-02T13:02:03Z,tgm,NA,"c(6701586.53899531, 913532.45468767)",USA,Michigan,Wexford,NA,Northern Lakes and Forests,5
2017-05-02T13:04:37Z,tgm,NA,"c(7037492.08751085, 473162.293217154)",USA,Ohio,Licking,NA,Erie Drift Plain,17
2017-05-02T13:06:08Z,tgm,NA,"c(6691823.92553509, 956381.376948589)",USA,Michigan,Grand Traverse,NA,North Central Hardwood Forests,17
2017-05-02T16:49:40Z,tgm,NA,"c(7408630.78317408, 606269.749840963)",USA,Pennsylvania,Huntingdon,NA,Ridge and Valley,6
2017-05-02T16:52:18Z,tgm,NA,"c(7758442.22285216, 878941.10146195)",USA,Massachusetts,Berkshire,NA,Northern Appalachian and Atlantic Maritime Highlands,6
2017-05-02T16:53:52Z,tgm,NA,"c(6834852.4845013, 821088.823574543)",USA,Michigan,Saginaw,NA,Huron/Erie Lake Plains,17
2017-05-02T19:08:57Z,tgm,NA,"c(6953921.27176241, 759173.705915321)",USA,Michigan,Macomb,NA,Huron/Erie Lake Plains,17
2017-05-02T19:43:48Z,tgm,NA,"c(6020084.52204227, 1014364.73726851)",USA,Minnesota,Wright,NA,North Central Hardwood Forests,18
2017-05-03T06:44:47Z,tgm,NA,"c(7741004.18197877, 971930.747788971)",USA,Vermont,Bennington,NA,Northern Appalachian and Atlantic Maritime Highlands,17
2017-05-03T06:49:35Z,tgm,NA,"c(4554151.87396501, 1481391.8511665)",USA,Montana,Missoula,NA,Middle Rockies,17
2017-05-03T06:51:45Z,tgm,NA,"c(7783799.18761231, 873110.920769874)",USA,Connecticut,Litchfield,NA,Northern Appalachian and Atlantic Maritime Highlands,17
2017-05-03T06:53:37Z,tgm,NA,"c(6056804.27652242, 1009307.87479331)",USA,Minnesota,Wright,NA,North Central Hardwood Forests,17
2017-05-03T06:57:28Z,tgm,NA,"c(6879605.0487853, 474251.984988948)",USA,Ohio,Shelby,NA,Eastern Corn Belt Plains,17
2017-05-03T07:01:36Z,tgm,NA,"c(4258008.68721049, 1914087.28355487)",CAN,British Columbia / Colombie-Britannique,Okanagan-Similkameen,Penticton,Thompson-Okanogan Plateau,17
2017-05-03T07:04:16Z,tgm,NA,"c(5820796.24425687, 569855.590277255)",USA,Nebraska,Douglas,NA,Western Corn Belt Plains,17
2017-05-03T10:53:43Z,tgm,NA,"c(7579068.76003881, 528609.306988879)",USA,Maryland,Harford,NA,Northern Piedmont,17
2017-05-03T10:53:43Z,tgm,NA,"c(7140346.36411882, 828442.329139071)",CAN,Ontario,Oxford,Norwich,Lake Erie Lowland,17
2017-05-03T10:53:43Z,tgm,NA,"c(7047631.29029102, -85579.8491905951)",USA,North Carolina,Jackson,NA,Blue Ridge,17
2017-05-03T12:50:11Z,tgm,NA,"c(6805243.12739041, 888870.548003769)",USA,Michigan,Gladwin,NA,Northern Lakes and Forests,17
2017-05-03T16:02:44Z,tgm,NA,"c(6707339.57066783, 985819.592909083)",USA,Michigan,Grand Traverse,NA,North Central Hardwood Forests,5
2017-05-03T16:13:26Z,tgm,NA,"c(7215303.69951844, 974867.492482745)",CAN,Ontario,York,Whitchurch-Stouffville,Eastern Great Lakes Lowlands,15
2017-05-03T16:15:08Z,tgm,NA,"c(6922544.86337316, 693686.675382921)",USA,Michigan,Monroe,NA,Huron/Erie Lake Plains,17
2017-05-03T16:16:54Z,tgm,NA,"c(6300828.69104565, 667435.374787315)",USA,Iowa,Jackson,NA,Western Corn Belt Plains,15
2017-05-03T16:32:10Z,tgm,NA,"c(6924510.87348649, 922746.275055318)",USA,Michigan,Huron,NA,Huron/Erie Lake Plains,17
2017-05-03T18:16:07Z,tgm,NA,"c(7711811.34226291, 931367.970703696)",USA,New York,Rensselaer,NA,Northeastern Coastal Zone,17
2017-05-04T07:27:39Z,tgm,NA,"c(6179240.42879221, 795805.890596673)",USA,Iowa,Howard,NA,Western Corn Belt Plains,17
2017-05-04T07:31:06Z,tgm,NA,"c(7580451.25949452, 697944.722095539)",USA,Pennsylvania,Luzerne,NA,Ridge and Valley,17
2017-05-04T07:34:55Z,tgm,NA,"c(7502964.04540289, 919881.987887178)",USA,New York,Onondaga,NA,Eastern Great Lakes Lowlands,17
2017-05-04T07:35:51Z,tgm,NA,"c(6453382.60497738, 917168.380633901)",USA,Wisconsin,Waupaca,NA,North Central Hardwood Forests,17
2017-05-04T07:39:00Z,tgm,NA,"c(7520265.26767701, 1076614.31776885)",USA,New York,St. Lawrence,NA,Eastern Great Lakes Lowlands,17
2017-05-04T10:40:30Z,tgm,NA,"c(6029429.71330577, 893556.563818396)",USA,Minnesota,Blue Earth,NA,Western Corn Belt Plains,15
2017-05-04T17:43:55Z,tgm,NA,"c(7795328.98528408, 1126863.78995847)",USA,Vermont,Orange,NA,Northern Appalachian and Atlantic Maritime Highlands,17
2017-05-04T17:43:55Z,tgm,NA,"c(3870425.84984843, 1458679.47498422)",USA,Oregon,Deschutes,NA,Eastern Cascades Slopes and Foothills,1
2017-05-04T18:09:53Z,tgm,NA,"c(6179240.42879221, 795805.890596673)",USA,Iowa,Howard,NA,Western Corn Belt Plains,17
2017-05-05T04:29:26Z,tgm,NA,"c(7589739.42956521, 619700.188764958)",USA,Pennsylvania,Berks,NA,Ridge and Valley,17
2017-05-05T04:55:25Z,tgm,NA,"c(7157936.38682707, 698419.396482701)",USA,Ohio,Ashtabula,NA,Erie Drift Plain,17
2017-05-05T04:57:02Z,tgm,NA,"c(7774932.26256437, 870963.164745107)",USA,Connecticut,Litchfield,NA,Northern Appalachian and Atlantic Maritime Highlands,17
2017-05-05T04:58:13Z,tgm,NA,"c(7756358.9978885, 891363.350934542)",USA,Massachusetts,Berkshire,NA,Northern Appalachian and Atlantic Maritime Highlands,14
2017-05-05T05:11:49Z,tgm,NA,"c(4020798.77791349, 1220738.74830388)",USA,Oregon,Harney,NA,Northern Basin and Range,14
2017-05-05T05:31:29Z,tgm,NA,"c(4098380.68794831, 1752761.67015953)",USA,Washington,Chelan,NA,North Cascades,17
2017-05-05T05:34:09Z,tgm,NA,"c(6278019.51525657, 790003.568731735)",USA,Wisconsin,Crawford,NA,Driftless Area,17
2017-05-05T06:34:36Z,tgm,NA,"c(6798160.17522227, 602143.526773254)",USA,Indiana,DeKalb,NA,Eastern Corn Belt Plains,15
2017-05-05T07:25:51Z,tgm,NA,"c(6822552.43476283, 769028.149462992)",USA,Michigan,Clinton,NA,Southern Michigan/Northern Indiana Drift Plains,17
2017-05-05T07:32:09Z,tgm,NA,"c(6833227.2310103, 899878.731821255)",USA,Michigan,Bay,NA,Northern Lakes and Forests,17
2017-05-05T07:35:05Z,tgm,NA,"c(4372826.53925198, 1655832.63057081)",USA,Idaho,Kootenai,NA,Columbia Mountains/Northern Rockies,1
2017-05-06T12:56:26Z,tgm,NA,"c(7502964.04540289, 919881.987887178)",USA,New York,Onondaga,NA,Eastern Great Lakes Lowlands,17
2017-05-06T13:21:43Z,tgm,NA,"c(6369133.196333, -18475.6427617474)",USA,Arkansas,Clay,NA,Mississippi Alluvial Plain,17
2017-05-06T13:25:12Z,tgm,NA,"c(7255208.0617485, 530224.164324473)",USA,Pennsylvania,Washington,NA,Western Allegheny Plateau,17
2017-05-06T13:26:32Z,tgm,NA,"c(6658979.19110786, 548998.004733604)",USA,Indiana,Pulaski,NA,Southern Michigan/Northern Indiana Drift Plains,17
2017-05-06T13:27:29Z,tgm,NA,"c(6480810.57959477, 712307.013293555)",USA,Wisconsin,Walworth,NA,Southeastern Wisconsin Till Plains,17
2017-05-06T13:30:29Z,tgm,NA,"c(7428062.24172544, 644798.654972394)",USA,Pennsylvania,Centre,NA,Ridge and Valley,15
2017-05-06T13:33:18Z,tgm,NA,"c(6503165.43372768, 763051.681232602)",USA,Wisconsin,Waukesha,NA,Southeastern Wisconsin Till Plains,17
2017-05-06T13:44:37Z,tgm,NA,"c(7518399.88051555, 947295.742425473)",USA,New York,Oswego,NA,Eastern Great Lakes Lowlands,15
2017-05-06T13:45:33Z,tgm,NA,"c(6444334.92973725, 683215.989260948)",USA,Illinois,Winnebago,NA,Southeastern Wisconsin Till Plains,17
2017-05-06T13:47:26Z,tgm,NA,"c(6250896.10938303, 652209.967452499)",USA,Iowa,Jones,NA,Western Corn Belt Plains,17
2017-05-06T14:10:48Z,tgm,NA,"c(7757413.222362, 808135.090629845)",USA,New York,Putnam,NA,Northern Appalachian and Atlantic Maritime Highlands,17
2017-05-08T08:35:02Z,tgm,NA,"c(7793409.80730491, 980569.184720359)",USA,Vermont,Windham,NA,Northern Appalachian and Atlantic Maritime Highlands,1
2017-05-08T08:39:38Z,tgm,NA,"c(7746789.80481802, 1001948.27155423)",USA,Vermont,Bennington,NA,Northern Appalachian and Atlantic Maritime Highlands,17
2017-05-08T08:41:41Z,tgm,NA,"c(7721602.48553597, 830134.038086421)",USA,New York,Dutchess,NA,Northeastern Coastal Zone,17
2017-05-08T08:42:40Z,tgm,NA,"c(6198107.29288829, 1073962.76290817)",USA,Wisconsin,Washburn,NA,Northern Lakes and Forests,17
2017-05-08T08:44:07Z,tgm,NA,"c(6130560.38486672, 976973.712082979)",USA,Wisconsin,St. Croix,NA,Western Corn Belt Plains,17
2017-05-08T08:52:11Z,tgm,NA,"c(6426118.62941389, 877952.307859152)",USA,Wisconsin,Waushara,NA,North Central Hardwood Forests,14
2017-05-08T08:53:32Z,tgm,NA,"c(6825553.0755942, 761659.071694068)",USA,Michigan,Ingham,NA,Southern Michigan/Northern Indiana Drift Plains,18
2017-05-08T08:56:01Z,tgm,NA,"c(7917696.75582222, 927413.439529791)",USA,Massachusetts,Norfolk,NA,Northeastern Coastal Zone,17
2017-05-08T08:58:03Z,tgm,NA,"c(6695148.58841558, 774700.573263029)",USA,Michigan,Ottawa,NA,Southern Michigan/Northern Indiana Drift Plains,15
2017-05-08T09:00:35Z,tgm,NA,"c(6396242.90776977, 972022.056598013)",USA,Wisconsin,Marathon,NA,North Central Hardwood Forests,17
2017-05-08T09:52:17Z,tgm,NA,"c(6190960.20596317, 1161744.60378493)",USA,Wisconsin,Douglas,NA,Northern Lakes and Forests,17
2017-05-08T09:56:55Z,tgm,NA,"c(6194029.2143748, 1277869.0015363)",USA,Minnesota,St. Louis,NA,Northern Lakes and Forests,14
2017-05-08T10:44:20Z,tgm,NA,"c(6816965.58454353, 1018236.89725679)",USA,Michigan,Montmorency,NA,Northern Lakes and Forests,18
2017-05-08T18:14:28Z,tgm,NA,"c(5941554.14369809, 1084852.373715)",USA,Minnesota,Douglas,NA,North Central Hardwood Forests,17
2017-05-08T19:37:41Z,tgm,NA,"c(7708051.81329926, 805138.967945564)",USA,New York,Ulster,NA,Ridge and Valley,17
2017-05-09T06:50:53Z,tgm,NA,"c(6880814.99178113, 810518.805881891)",USA,Michigan,Genesee,NA,Southern Michigan/Northern Indiana Drift Plains,17
2017-05-09T06:56:37Z,tgm,NA,"c(6861818.5829455, 865299.587088263)",USA,Michigan,Bay,NA,Huron/Erie Lake Plains,17
2017-05-09T06:58:55Z,tgm,NA,"c(6732473.53427389, 755745.062164797)",USA,Michigan,Kent,NA,Southern Michigan/Northern Indiana Drift Plains,15
2017-05-09T07:02:15Z,tgm,NA,"c(7526636.74319189, 960744.84199173)",USA,New York,Oneida,NA,Northern Appalachian and Atlantic Maritime Highlands,17
2017-05-09T07:07:05Z,tgm,NA,"c(6302672.87423916, 646907.892306842)",USA,Iowa,Jackson,NA,Western Corn Belt Plains,17
2017-05-09T07:08:25Z,tgm,NA,"c(6292307.76983578, 915127.3200832)",USA,Wisconsin,Jackson,NA,North Central Hardwood Forests,17
2017-05-09T07:10:34Z,tgm,NA,"c(6361560.55105255, 714299.069781747)",USA,Wisconsin,Lafayette,NA,Driftless Area,17
2017-05-09T07:15:27Z,tgm,NA,"c(7521577.69017504, 885850.844325778)",USA,New York,Cortland,NA,Northern Allegheny Plateau,17
2017-05-09T07:18:35Z,tgm,NA,"c(6882779.07840127, 720039.304211809)",USA,Michigan,Washtenaw,NA,Eastern Corn Belt Plains,17
2017-05-09T10:00:22Z,tgm,NA,"c(7686006.02579545, 944741.885227408)",USA,New York,Schenectady,NA,Northeastern Coastal Zone,17
2017-05-09T15:04:24Z,tgm,NA,"c(7380230.35415737, 904085.691396978)",USA,New York,Monroe,NA,Eastern Great Lakes Lowlands,17
2017-05-09T15:04:24Z,tgm,NA,"c(6387357.36059102, 930244.332151584)",USA,Wisconsin,Portage,NA,North Central Hardwood Forests,17
2017-05-09T15:04:24Z,tgm,NA,"c(7641839.28772758, 1099255.93141438)",USA,New York,Essex,NA,Northern Appalachian and Atlantic Maritime Highlands,5
2017-05-09T17:35:22Z,tgm,NA,"c(6161215.69957482, 1015984.72072124)",USA,Wisconsin,Polk,NA,North Central Hardwood Forests,14
2017-05-10T07:31:09Z,tgm,NA,"c(7597578.72090187, 623600.722380264)",USA,Pennsylvania,Berks,NA,Ridge and Valley,17
2017-05-10T07:33:54Z,tgm,NA,"c(7675438.89985839, 679580.442411515)",USA,New Jersey,Hunterdon,NA,Northern Piedmont,17
2017-05-10T07:34:50Z,tgm,NA,"c(7665742.38722072, 691682.340703633)",USA,New Jersey,Warren,NA,Ridge and Valley,17
2017-05-10T15:39:12Z,tgm,NA,"c(4801488.55822843, 1232221.05178645)",USA,Montana,Stillwater,NA,Middle Rockies,14
2017-05-10T15:39:12Z,tgm,NA,"c(7314670.71320193, 859417.740136958)",USA,New York,Erie,NA,Eastern Great Lakes Lowlands,17
2017-05-10T15:39:12Z,tgm,NA,"c(4375044.36825228, 1907098.52831831)",CAN,British Columbia / Colombie-Britannique,Central Kootenay,Central Kootenay K,Columbia Mountains/Northern Rockies,17
2017-05-10T15:39:12Z,tgm,NA,"c(6230583.29820002, 1094887.85367954)",USA,Wisconsin,Sawyer,NA,Northern Lakes and Forests,18
2017-05-10T15:39:12Z,tgm,NA,"c(5903474.42795991, 405427.165039451)",USA,Missouri,Holt,NA,Western Corn Belt Plains,15
2017-05-10T15:39:12Z,tgm,NA,"c(7110521.30371422, 1001143.21948526)",CAN,Ontario,Grey,Grey Highlands,Eastern Great Lakes Lowlands,17
2017-05-10T15:39:12Z,tgm,NA,"c(6062506.25569093, 1032257.08245395)",USA,Minnesota,Sherburne,NA,North Central Hardwood Forests,15
2017-05-10T15:39:12Z,tgm,NA,"c(5927501.87798734, 1200909.13736943)",USA,Minnesota,Becker,NA,Northern Lakes and Forests,15
2017-05-10T15:39:12Z,tgm,NA,"c(7714614.57285055, 860833.792601423)",USA,New York,Dutchess,NA,Northeastern Coastal Zone,5
2017-05-10T15:39:12Z,tgm,NA,"c(6687932.62222421, 986660.948154209)",USA,Michigan,Leelanau,NA,North Central Hardwood Forests,17
2017-05-10T17:18:35Z,tgm,NA,"c(5831695.40811159, 2188277.57001412)",CAN,Manitoba,Division No. 22,Thompson,Hayes River Upland and Big Trout Lake,17
2017-05-11T06:32:29Z,tgm,NA,"c(5055774.97840389, 1071129.75224904)",USA,Wyoming,Sheridan,NA,Northwestern Great Plains,8
2017-05-11T06:35:32Z,tgm,NA,"c(6197007.97088074, 985536.548457535)",USA,Wisconsin,Dunn,NA,North Central Hardwood Forests,17
2017-05-11T06:39:46Z,tgm,NA,"c(6881226.04241339, 482920.904667781)",USA,Ohio,Shelby,NA,Eastern Corn Belt Plains,17
2017-05-11T06:43:53Z,tgm,NA,"c(6944593.65884924, 762816.262047587)",USA,Michigan,Macomb,NA,Huron/Erie Lake Plains,17
2017-05-11T13:04:33Z,tgm,NA,"c(6523872.45102907, 797426.638098498)",USA,Wisconsin,Ozaukee,NA,Southeastern Wisconsin Till Plains,17
2017-05-12T06:05:41Z,tgm,NA,"c(6229658.33278236, 959312.756753138)",USA,Wisconsin,Eau Claire,NA,North Central Hardwood Forests,17
2017-05-12T06:05:41Z,tgm,NA,"c(7225180.96859512, 724262.551287884)",USA,Pennsylvania,Erie,NA,Erie Drift Plain,17
2017-05-12T06:05:41Z,tgm,NA,"c(7450337.95061347, 931300.365249984)",USA,New York,Wayne,NA,Eastern Great Lakes Lowlands,17
2017-05-12T06:05:41Z,tgm,NA,"c(6059103.1686122, 1103258.18681227)",USA,Minnesota,Mille Lacs,NA,Northern Lakes and Forests,17
2017-05-12T06:05:41Z,tgm,NA,"c(6299924.02892509, 1004746.37422527)",USA,Wisconsin,Taylor,NA,Northern Lakes and Forests,17
2017-05-13T09:06:18Z,tgm,NA,"c(6023763.75129819, 1046543.57781295)",USA,Minnesota,Sherburne,NA,North Central Hardwood Forests,15
2017-05-13T09:15:56Z,tgm,NA,"c(6454560.88019026, 753063.289095137)",USA,Wisconsin,Jefferson,NA,Southeastern Wisconsin Till Plains,17
2017-05-13T09:20:06Z,tgm,NA,"c(5903474.42795991, 405427.165039451)",USA,Missouri,Holt,NA,Western Corn Belt Plains,15
2017-05-13T09:21:11Z,tgm,NA,"c(7392285.28130498, 903686.826137345)",USA,New York,Monroe,NA,Eastern Great Lakes Lowlands,17
2017-05-14T07:50:21Z,tgm,NA,"c(7773297.97758419, 1062179.84022716)",USA,Vermont,Windsor,NA,Northern Appalachian and Atlantic Maritime Highlands,6
2017-05-14T08:00:27Z,tgm,NA,"c(6540765.40767629, 940280.773404744)",USA,Wisconsin,Kewaunee,NA,Southeastern Wisconsin Till Plains,15
