datetime,source_db,scientific_name,geometry,country,prov_state,level_01,level_02,eco_region,lulc
2017-03-07T19:02:41Z,tgm,NA,"c(6380483.29078338, -163080.18026372)",USA,Tennessee,Shelby,NA,Mississippi Valley Loess Plains,17
2017-03-07T19:09:30Z,tgm,NA,"c(6644086.9023105, -135051.855798754)",USA,Tennessee,Lawrence,NA,Interior Plateau,17
2017-03-08T06:46:54Z,tgm,NA,"c(5825645.96019369, -155685.539904668)",USA,Oklahoma,Pittsburg,NA,Arkansas Valley,18
2017-03-10T04:49:48Z,tgm,NA,"c(6074348.39798801, -139872.986124665)",USA,Arkansas,Pope,NA,Arkansas Valley,5
2017-03-10T04:49:48Z,tgm,NA,"c(6322880.9011436, 15938.4041411062)",USA,Missouri,Butler,NA,Ozark Highlands,15
2017-03-10T04:55:30Z,tgm,NA,"c(6326257.03284745, -186421.570814355)",USA,Arkansas,St. Francis,NA,Mississippi Alluvial Plain,17
2017-03-10T04:55:30Z,tgm,NA,"c(3488552.46753726, 743390.292120545)",USA,California,Santa Clara,NA,"California Coastal Sage, Chaparral, and Oak Woodlands",6
2017-03-10T05:03:07Z,tgm,NA,"c(6935999.28328989, -64683.6633360563)",USA,Tennessee,Monroe,NA,Ridge and Valley,15
2017-03-12T14:08:45Z,tgm,NA,"c(6023951.29911972, -165397.106539822)",USA,Arkansas,Yell,NA,Arkansas Valley,17
2017-03-12T14:33:09Z,tgm,NA,"c(5676442.32319718, -126352.155069523)",USA,Oklahoma,Cleveland,NA,Cross Timbers,5
2017-03-16T11:34:25Z,tgm,NA,"c(5747553.39177178, -283962.148373007)",USA,Oklahoma,Bryan,NA,South Central Plains,17
2017-03-16T11:34:25Z,tgm,NA,"c(5903474.42795991, 405427.165039451)",USA,Missouri,Holt,NA,Western Corn Belt Plains,15
2017-03-17T06:20:43Z,tgm,NA,"c(6199873.02843793, 26035.1657359512)",USA,Missouri,Howell,NA,Ozark Highlands,17
2017-03-17T11:21:41Z,tgm,NA,"c(7048105.39501819, -237932.979571625)",USA,Georgia,Madison,NA,Piedmont,15
2017-03-18T06:30:14Z,tgm,NA,"c(6397654.0851895, -121574.844992358)",USA,Tennessee,Tipton,NA,Mississippi Valley Loess Plains,6
2017-03-18T06:30:15Z,tgm,NA,"c(6322384.98343817, 166730.067703818)",USA,Missouri,St. Francois,NA,Ozark Highlands,17
2017-03-19T17:18:25Z,tgm,NA,"c(6027862.10629922, -313991.814953974)",USA,Arkansas,Hempstead,NA,South Central Plains,17
2017-03-19T17:33:05Z,tgm,NA,"c(6022104.91338041, -37294.8881365214)",USA,Arkansas,Madison,NA,Ozark Highlands,17
2017-03-19T17:36:27Z,tgm,NA,"c(5702099.75009068, -446091.206451167)",USA,Texas,Dallas,NA,Texas Blackland Prairies,17
2017-03-19T17:55:51Z,tgm,NA,"c(5883144.66723532, -61451.9926001388)",USA,Oklahoma,Cherokee,NA,Boston Mountains,17
2017-03-19T17:55:51Z,tgm,NA,"c(3469221.10277303, 995177.813844481)",USA,California,Mendocino,NA,"California Coastal Sage, Chaparral, and Oak Woodlands",17
2017-03-20T10:34:12Z,tgm,NA,"c(5976037.37346336, -101460.085693136)",USA,Arkansas,Crawford,NA,Boston Mountains,5
2017-03-20T17:37:05Z,tgm,NA,"c(6385892.88154074, 145419.9430648)",USA,Missouri,Perry,NA,Interior River Valleys and Hills,17
2017-03-20T17:40:54Z,tgm,NA,"c(6500073.63886923, 123555.724872813)",USA,Illinois,Pope,NA,Interior Plateau,1
2017-03-20T17:40:54Z,tgm,NA,"c(6570011.45811837, 183589.202504436)",USA,Indiana,Posey,NA,Interior River Valleys and Hills,15
2017-03-20T17:40:54Z,tgm,NA,"c(6358071.49157027, 216760.847775093)",USA,Illinois,Monroe,NA,Interior River Valleys and Hills,17
2017-03-20T17:51:16Z,tgm,NA,"c(5884940.04467557, 37172.9977825573)",USA,Oklahoma,Craig,NA,Central Irregular Plains,15
2017-03-20T17:56:53Z,tgm,NA,"c(6061410.71639988, -159557.643466556)",USA,Arkansas,Yell,NA,Arkansas Valley,17
2017-03-21T09:43:02Z,tgm,NA,"c(6156517.59735616, -103628.621797157)",USA,Arkansas,Van Buren,NA,Boston Mountains,15
2017-03-21T09:45:01Z,tgm,NA,"c(6073224.63943547, -5744.9073491958)",USA,Arkansas,Boone,NA,Ozark Highlands,5
2017-03-22T06:54:22Z,tgm,NA,"c(6978881.77310958, -315175.450260818)",USA,Georgia,Henry,NA,Piedmont,15
2017-03-22T06:54:23Z,tgm,NA,"c(3642453.39196082, 1344035.26875282)",USA,Oregon,Josephine,NA,Klamath Mountains,8
2017-03-22T07:10:35Z,tgm,NA,"c(5729807.6805072, -104553.832986204)",USA,Oklahoma,Lincoln,NA,Cross Timbers,17
2017-03-22T07:10:35Z,tgm,NA,"c(6567646.98700527, 180490.576987153)",USA,Indiana,Posey,NA,Interior River Valleys and Hills,15
2017-03-23T06:27:14Z,tgm,NA,"c(6000636.69334418, -304864.670844797)",USA,Arkansas,Howard,NA,South Central Plains,17
2017-03-23T06:27:14Z,tgm,NA,"c(6026956.72782371, -163553.77856543)",USA,Arkansas,Yell,NA,Arkansas Valley,15
2017-03-23T06:41:19Z,tgm,NA,"c(3641582.6127975, 1310921.2192266)",USA,Oregon,Jackson,NA,Klamath Mountains,17
2017-03-23T06:47:52Z,tgm,NA,"c(6967489.66707825, -272329.404950069)",USA,Georgia,DeKalb,NA,Piedmont,17
2017-03-23T06:50:24Z,tgm,NA,"c(6653308.82358327, -7532.48678986263)",USA,Tennessee,Cheatham,NA,Interior Plateau,17
2017-03-23T06:54:56Z,tgm,NA,"c(6956879.75678578, -25927.1376049663)",USA,Tennessee,Knox,NA,Ridge and Valley,17
2017-03-23T06:59:45Z,tgm,NA,"c(7057821.37954125, -244823.862132836)",USA,Georgia,Clarke,NA,Piedmont,17
2017-03-23T07:02:53Z,tgm,NA,"c(6725128.30217313, 199039.737787866)",USA,Kentucky,Meade,NA,Interior Plateau,5
2017-03-23T08:20:53Z,tgm,NA,"c(5724536.19056039, -191422.506611049)",USA,Oklahoma,Pontotoc,NA,Cross Timbers,5
2017-03-24T05:38:56Z,tgm,NA,"c(5622344.56404467, -92560.90778613)",USA,Oklahoma,Canadian,NA,Central Great Plains,15
2017-03-24T05:38:57Z,tgm,NA,"c(6891806.2784091, -158643.639339506)",USA,Georgia,Whitfield,NA,Ridge and Valley,5
2017-03-24T05:45:54Z,tgm,NA,"c(6334660.13997931, -41972.4826049539)",USA,Arkansas,Greene,NA,Mississippi Valley Loess Plains,15
2017-03-24T05:45:54Z,tgm,NA,"c(7153409.76664353, -270072.784189355)",USA,Georgia,Columbia,NA,Piedmont,18
2017-03-24T05:54:56Z,tgm,NA,"c(5990858.0271866, -34064.4880751586)",USA,Arkansas,Washington,NA,Ozark Highlands,5
2017-03-24T06:00:55Z,tgm,NA,"c(6806996.90245516, -8340.72571929777)",USA,Tennessee,Putnam,NA,Interior Plateau,17
2017-03-24T06:00:55Z,tgm,NA,"c(6072711.85898021, -152374.407395412)",USA,Arkansas,Yell,NA,Arkansas Valley,17
2017-03-25T04:56:09Z,tgm,NA,"c(6840070.82185954, 342478.5245059)",USA,Ohio,Hamilton,NA,Interior Plateau,18
2017-03-25T05:09:56Z,tgm,NA,"c(6750584.0691399, 286242.21673052)",USA,Indiana,Scott,NA,Eastern Corn Belt Plains,14
2017-03-26T12:15:31Z,tgm,NA,"c(6320540.0317636, 203267.431984874)",USA,Missouri,Jefferson,NA,Ozark Highlands,17
2017-03-26T12:15:32Z,tgm,NA,"c(7000547.98018787, 418462.822573757)",USA,Ohio,Pickaway,NA,Eastern Corn Belt Plains,10
2017-03-26T12:15:32Z,tgm,NA,"c(7073462.36224817, -233242.170529811)",USA,Georgia,Madison,NA,Piedmont,17
2017-03-26T12:43:59Z,tgm,NA,"c(6476086.89568555, 148847.305153716)",USA,Illinois,Williamson,NA,Interior River Valleys and Hills,17
2017-03-26T12:43:59Z,tgm,NA,"c(3474719.55004621, 1165418.99446582)",USA,California,Humboldt,NA,Coast Range,17
2017-03-26T12:57:08Z,tgm,NA,"c(5903474.42795991, 405427.165039451)",USA,Missouri,Holt,NA,Western Corn Belt Plains,15
2017-03-26T13:37:40Z,tgm,NA,"c(6743799.48603454, 312625.719964973)",USA,Indiana,Jackson,NA,Eastern Corn Belt Plains,17
2017-03-26T13:37:40Z,tgm,NA,"c(6323510.88669454, 269335.387176356)",USA,Missouri,St. Charles,NA,Interior River Valleys and Hills,17
2017-03-26T13:56:19Z,tgm,NA,"c(5818720.44512644, -4835.24298228463)",USA,Oklahoma,Tulsa,NA,Central Irregular Plains,15
2017-03-26T14:11:38Z,tgm,NA,"c(3650763.86135435, 916487.514279419)",USA,California,Nevada,NA,Sierra Nevada,17
2017-03-27T09:01:23Z,tgm,NA,"c(3873564.48612685, 1630457.65605716)",USA,Washington,Clark,NA,Willamette Valley,15
2017-03-27T09:06:28Z,tgm,NA,"c(3776673.87328968, 1578444.05587337)",USA,Oregon,Polk,NA,Willamette Valley,15
2017-03-27T09:11:22Z,tgm,NA,"c(3672282.36767493, 1308933.52779488)",USA,Oregon,Jackson,NA,Klamath Mountains,15
2017-03-27T09:11:22Z,tgm,NA,"c(5879588.96449416, 105335.933689268)",USA,Kansas,Labette,NA,Central Irregular Plains,17
2017-03-27T10:23:40Z,tgm,NA,"c(6733990.10673632, 39390.4712852789)",USA,Kentucky,Allen,NA,Interior Plateau,17
2017-03-27T11:18:52Z,tgm,NA,"c(6604776.01050154, 172828.888486763)",USA,Kentucky,Henderson,NA,Interior River Valleys and Hills,15
2017-03-27T14:30:36Z,tgm,NA,"c(6008905.5578723, 21827.8715543998)",USA,Missouri,Barry,NA,Ozark Highlands,17
2017-03-27T14:50:15Z,tgm,NA,"c(6067440.04571762, 9614.31821017526)",USA,Missouri,Taney,NA,Ozark Highlands,15
2017-03-27T14:55:20Z,tgm,NA,"c(6938251.10727428, 153619.007173803)",USA,Kentucky,Jackson,NA,Western Allegheny Plateau,5
2017-03-27T18:54:45Z,tgm,NA,"c(7539078.00682318, 253335.577629471)",USA,Virginia,Chesterfield,NA,Southeastern Plains,17
2017-03-27T19:07:34Z,tgm,NA,"c(3756110.94612092, 1464391.76077981)",USA,Oregon,Lane,NA,Willamette Valley,17
2017-03-28T06:55:57Z,tgm,NA,"c(5862764.12805162, -53502.609910693)",USA,Oklahoma,Wagoner,NA,Central Irregular Plains,15
2017-03-28T07:03:51Z,tgm,NA,"c(7024835.8690337, -188302.305908782)",USA,Georgia,Banks,NA,Piedmont,17
2017-03-28T07:17:01Z,tgm,NA,"c(7047446.68405295, 383225.170875538)",USA,Ohio,Vinton,NA,Western Allegheny Plateau,17
2017-03-28T07:20:41Z,tgm,NA,"c(3833459.60117532, 1630069.96906038)",USA,Oregon,Washington,NA,Willamette Valley,17
2017-03-28T07:29:22Z,tgm,NA,"c(5990708.64726985, -19463.4961915817)",USA,Arkansas,Benton,NA,Ozark Highlands,17
2017-03-28T13:46:38Z,tgm,NA,"c(6695200.52338557, -19297.5007302202)",USA,Tennessee,Davidson,NA,Interior Plateau,17
2017-03-28T13:58:55Z,tgm,NA,"c(6001281.92613198, 49871.0454305084)",USA,Missouri,Barry,NA,Ozark Highlands,6
2017-03-28T14:08:05Z,tgm,NA,"c(7608878.05070989, 560164.361750391)",USA,Pennsylvania,Chester,NA,Northern Piedmont,17
2017-03-28T14:13:18Z,tgm,NA,"c(6237912.49449117, 377666.777180966)",USA,Missouri,Marion,NA,Central Irregular Plains,15
2017-03-29T08:09:33Z,tgm,NA,"c(7273726.29853623, 487284.841470383)",USA,Pennsylvania,Fayette,NA,Western Allegheny Plateau,17
2017-03-29T08:09:33Z,tgm,NA,"c(6936187.82333407, 185091.24183908)",USA,Kentucky,Estill,NA,Western Allegheny Plateau,17
2017-03-29T08:17:03Z,tgm,NA,"c(6799041.11498385, -13596.4920801464)",USA,Tennessee,Putnam,NA,Interior Plateau,5
2017-03-29T08:22:43Z,tgm,NA,"c(6964185.47197308, 384041.02285922)",USA,Ohio,Highland,NA,Eastern Corn Belt Plains,17
2017-03-29T08:41:37Z,tgm,NA,"c(7261735.50005265, 510588.35567876)",USA,Pennsylvania,Fayette,NA,Western Allegheny Plateau,17
2017-03-29T08:47:20Z,tgm,NA,"c(6963224.40844591, 368222.592776857)",USA,Ohio,Highland,NA,Eastern Corn Belt Plains,17
2017-03-29T09:38:53Z,tgm,NA,"c(3649929.82584729, 1303779.63962964)",USA,Oregon,Jackson,NA,Klamath Mountains,8
2017-03-29T09:38:53Z,tgm,NA,"c(6880823.2628143, -171447.037267224)",USA,Georgia,Whitfield,NA,Ridge and Valley,17
2017-03-29T09:38:53Z,tgm,NA,"c(6692444.59859541, -309975.59569782)",USA,Alabama,Jefferson,NA,Southwestern Appalachians,15
2017-03-29T15:30:14Z,tgm,NA,"c(6926403.01101911, -231596.832628163)",USA,Georgia,Cherokee,NA,Blue Ridge,1
2017-03-30T07:19:41Z,tgm,NA,"c(6927614.1734324, -234116.575995055)",USA,Georgia,Cherokee,NA,Blue Ridge,5
2017-03-30T07:19:41Z,tgm,NA,"c(6627942.48665241, 311839.293095651)",USA,Indiana,Greene,NA,Interior River Valleys and Hills,17
2017-03-30T07:27:23Z,tgm,NA,"c(5661145.60568828, -77364.3771244958)",USA,Oklahoma,Oklahoma,NA,Cross Timbers,5
2017-03-30T07:30:54Z,tgm,NA,"c(5933198.40642949, 221520.399276346)",USA,Kansas,Linn,NA,Central Irregular Plains,17
2017-03-30T14:46:07Z,tgm,NA,"c(7037994.70870725, 357719.257591999)",USA,Ohio,Jackson,NA,Western Allegheny Plateau,17
2017-03-30T15:51:01Z,tgm,NA,"c(6029708.01975132, 266484.929565844)",USA,Missouri,Johnson,NA,Central Irregular Plains,17
2017-03-31T06:00:33Z,tgm,NA,"c(7422012.27940388, 448060.721728207)",USA,Virginia,Frederick,NA,Ridge and Valley,5
2017-03-31T06:36:36Z,tgm,NA,"c(6241740.65965844, 359718.763609204)",USA,Missouri,Ralls,NA,Central Irregular Plains,17
2017-03-31T06:44:37Z,tgm,NA,"c(5803083.49867126, -13999.8623232194)",USA,Oklahoma,Osage,NA,Central Irregular Plains,17
2017-03-31T06:49:12Z,tgm,NA,"c(7159588.9231925, 32461.4327406045)",USA,North Carolina,Avery,NA,Blue Ridge,15
2017-03-31T06:52:48Z,tgm,NA,"c(6560810.27935612, 187904.940622066)",USA,Indiana,Posey,NA,Interior River Valleys and Hills,17
2017-03-31T06:56:00Z,tgm,NA,"c(5932138.35456428, 83184.597840948)",USA,Kansas,Cherokee,NA,Central Irregular Plains,17
2017-03-31T07:40:19Z,tgm,NA,"c(6814273.12138679, -226514.722991269)",USA,Alabama,DeKalb,NA,Southwestern Appalachians,6
2017-04-01T05:30:13Z,tgm,NA,"c(7128088.64977114, -169242.483231262)",USA,South Carolina,Anderson,NA,Piedmont,17
2017-04-01T05:58:48Z,tgm,NA,"c(6935959.07347099, 95880.7730467902)",USA,Kentucky,Knox,NA,Southwestern Appalachians,17
2017-04-01T06:17:54Z,tgm,NA,"c(5732568.40612436, -189235.11074816)",USA,Oklahoma,Pontotoc,NA,Arkansas Valley,5
2017-04-01T06:35:40Z,tgm,NA,"c(6721498.7316848, -167134.456873918)",USA,Alabama,Madison,NA,Interior Plateau,17
2017-04-01T06:48:03Z,tgm,NA,"c(4264272.09071043, 107990.23812065)",USA,Arizona,Yavapai,NA,Arizona/New Mexico Mountains,17
2017-04-01T06:48:03Z,tgm,NA,"c(4247675.10307459, 77055.5371596897)",USA,Arizona,Yavapai,NA,Arizona/New Mexico Mountains,17
2017-04-01T06:57:53Z,tgm,NA,"c(5651971.21077792, -69360.8204560783)",USA,Oklahoma,Logan,NA,Central Great Plains,5
2017-04-01T06:59:16Z,tgm,NA,"c(6875783.43689852, 134576.461175044)",USA,Kentucky,Lincoln,NA,Interior Plateau,15
2017-04-01T07:05:23Z,tgm,NA,"c(6932806.25079789, -40438.7801648364)",USA,Tennessee,Loudon,NA,Ridge and Valley,17
2017-04-01T07:06:49Z,tgm,NA,"c(6733988.31055255, 39389.1241359608)",USA,Kentucky,Allen,NA,Interior Plateau,17
2017-04-01T07:18:13Z,tgm,NA,"c(7471673.26473474, 540679.604551631)",USA,Pennsylvania,Franklin,NA,Ridge and Valley,17
2017-04-01T07:18:13Z,tgm,NA,"c(6319002.19190276, 227516.596139267)",USA,Missouri,Jefferson,NA,Ozark Highlands,17
2017-04-01T07:18:13Z,tgm,NA,"c(7363606.5978641, 13395.1319851954)",USA,North Carolina,Randolph,NA,Piedmont,17
2017-04-01T07:53:22Z,tgm,NA,"c(6937305.49718249, -202556.220704039)",USA,Georgia,Pickens,NA,Blue Ridge,15
2017-04-01T08:11:36Z,tgm,NA,"c(3638906.47743246, 1335367.21446)",USA,Oregon,Josephine,NA,Klamath Mountains,17
2017-04-01T08:30:21Z,tgm,NA,"c(6366097.04664864, 175016.451164637)",USA,Missouri,Ste. Genevieve,NA,Interior River Valleys and Hills,5
2017-04-01T16:28:47Z,tgm,NA,"c(6389586.24728714, 238686.892975803)",USA,Illinois,St. Clair,NA,Interior River Valleys and Hills,15
2017-04-02T06:21:41Z,tgm,NA,"c(6118782.31335367, -29112.9179850742)",USA,Arkansas,Marion,NA,Ozark Highlands,5
2017-04-02T06:38:53Z,tgm,NA,"c(7395313.76592217, 505432.478848919)",USA,Pennsylvania,Bedford,NA,Ridge and Valley,17
2017-04-02T06:47:43Z,tgm,NA,"c(6323510.88669454, 269335.387176356)",USA,Missouri,St. Charles,NA,Interior River Valleys and Hills,17
2017-04-02T06:58:37Z,tgm,NA,"c(7277502.32317862, 482101.968566236)",USA,Pennsylvania,Fayette,NA,Central Appalachians,5
2017-04-02T07:06:15Z,tgm,NA,"c(3636878.76426486, 1347300.78151012)",USA,Oregon,Josephine,NA,Klamath Mountains,17
2017-04-02T07:11:17Z,tgm,NA,"c(6489232.26522104, -14342.9665825795)",USA,Tennessee,Weakley,NA,Mississippi Valley Loess Plains,17
2017-04-02T07:28:30Z,tgm,NA,"c(6757238.69100346, -140383.474562516)",USA,Tennessee,Franklin,NA,Interior Plateau,15
2017-04-02T07:34:16Z,tgm,NA,"c(6509954.12069426, 152038.692438059)",USA,Illinois,Saline,NA,Interior River Valleys and Hills,17
2017-04-02T07:38:01Z,tgm,NA,"c(5839963.76899922, 292039.519818211)",USA,Kansas,Shawnee,NA,Central Irregular Plains,17
2017-04-02T07:41:32Z,tgm,NA,"c(6670210.05523231, -83186.7544117151)",USA,Tennessee,Maury,NA,Interior Plateau,15
2017-04-02T07:53:23Z,tgm,NA,"c(6434305.96570218, 181664.863215738)",USA,Illinois,Perry,NA,Interior River Valleys and Hills,14
2017-04-02T07:55:44Z,tgm,NA,"c(6431169.40690722, 189256.326646902)",USA,Illinois,Perry,NA,Interior River Valleys and Hills,14
2017-04-02T12:04:52Z,tgm,NA,"c(6568218.84426264, 188010.228533213)",USA,Indiana,Posey,NA,Interior River Valleys and Hills,5
2017-04-02T12:18:48Z,tgm,NA,"c(7055185.64283285, -5374.77736362722)",USA,Tennessee,Cocke,NA,Blue Ridge,5
2017-04-02T12:28:53Z,tgm,NA,"c(5672308.89012503, -90603.744026015)",USA,Oklahoma,Oklahoma,NA,Cross Timbers,17
2017-04-03T08:47:22Z,tgm,NA,"c(5984023.23062644, -20546.4873747029)",USA,Arkansas,Benton,NA,Ozark Highlands,17
2017-04-03T08:47:22Z,tgm,NA,"c(7320580.26909654, 60693.8824886326)",USA,North Carolina,Forsyth,NA,Piedmont,17
2017-04-03T09:10:55Z,tgm,NA,"c(6501591.76603784, 315362.362122966)",USA,Illinois,Effingham,NA,Interior River Valleys and Hills,17
2017-04-03T09:29:21Z,tgm,NA,"c(6131866.48311938, 120969.319443869)",USA,Missouri,Laclede,NA,Ozark Highlands,15
2017-04-03T15:31:41Z,tgm,NA,"c(7004584.72526101, -164579.182788903)",USA,Georgia,White,NA,Piedmont,5
2017-04-03T15:38:17Z,tgm,NA,"c(5781914.94358546, -313578.30018015)",USA,Texas,Fannin,NA,East Central Texas Plains,17
2017-04-03T15:43:27Z,tgm,NA,"c(6730453.54120905, 302049.636858396)",USA,Indiana,Jackson,NA,Eastern Corn Belt Plains,17
2017-04-03T15:50:13Z,tgm,NA,"c(5773557.42744057, -29040.6939934259)",USA,Oklahoma,Tulsa,NA,Cross Timbers,5
2017-04-03T15:52:51Z,tgm,NA,"c(7183339.29705959, 44757.0086003537)",USA,North Carolina,Watauga,NA,Blue Ridge,17
2017-04-03T16:29:00Z,tgm,NA,"c(3651237.6833349, 1328930.92087404)",USA,Oregon,Jackson,NA,Klamath Mountains,17
2017-04-03T16:30:18Z,tgm,NA,"c(6072771.63709448, 24673.055478326)",USA,Missouri,Taney,NA,Ozark Highlands,17
2017-04-03T16:33:42Z,tgm,NA,"c(6023795.15049006, 144015.77931656)",USA,Missouri,Cedar,NA,Ozark Highlands,15
2017-04-03T16:35:20Z,tgm,NA,"c(6236930.22418705, -24907.3156590411)",USA,Arkansas,Sharp,NA,Ozark Highlands,5
2017-04-03T16:52:35Z,tgm,NA,"c(5883284.8271741, -29768.8655202738)",USA,Oklahoma,Mayes,NA,Ozark Highlands,17
2017-04-03T17:15:11Z,tgm,NA,"c(6936187.82333407, 185091.24183908)",USA,Kentucky,Estill,NA,Western Allegheny Plateau,17
2017-04-03T17:31:01Z,tgm,NA,"c(10572327.9725152, 5598746.2132943)",GBR,NA,NA,NA,NA,NA
2017-04-03T18:55:44Z,tgm,NA,"c(6699913.48703461, 366107.201938476)",USA,Indiana,Morgan,NA,Eastern Corn Belt Plains,17
2017-04-03T18:55:44Z,tgm,NA,"c(5538383.58998649, 498919.697156209)",USA,Nebraska,Phelps,NA,Central Great Plains,17
2017-04-03T18:55:44Z,tgm,NA,"c(5903474.42795991, 405427.165039451)",USA,Missouri,Holt,NA,Western Corn Belt Plains,15
2017-04-03T18:55:44Z,tgm,NA,"c(5798092.32709656, 329359.277115121)",USA,Kansas,Pottawatomie,NA,Flint Hills,17
2017-04-04T07:10:37Z,tgm,NA,"c(5973506.84866173, 293739.145684379)",USA,Missouri,Jackson,NA,Central Irregular Plains,15
2017-04-04T07:10:37Z,tgm,NA,"c(7100457.58847343, 439389.454377266)",USA,Ohio,Morgan,NA,Western Allegheny Plateau,17
2017-04-04T07:24:40Z,tgm,NA,"c(6883984.69710066, 445454.401088995)",USA,Ohio,Miami,NA,Eastern Corn Belt Plains,17
2017-04-04T08:22:07Z,tgm,NA,"c(7064131.87661086, 330023.42181426)",USA,Ohio,Gallia,NA,Western Allegheny Plateau,17
2017-04-04T09:30:19Z,tgm,NA,"c(7034199.67777963, 465646.20143258)",USA,Ohio,Licking,NA,Erie Drift Plain,10
2017-04-04T11:32:00Z,tgm,NA,"c(5903474.42795991, 405427.165039451)",USA,Missouri,Holt,NA,Western Corn Belt Plains,15
2017-04-04T11:46:06Z,tgm,NA,"c(5989787.52746178, 267580.330097906)",USA,Missouri,Cass,NA,Central Irregular Plains,17
2017-04-04T11:51:03Z,tgm,NA,"c(6607561.20764514, -34859.2389448844)",USA,Tennessee,Humphreys,NA,Interior Plateau,17
2017-04-04T14:13:02Z,tgm,NA,"c(5893200.80660512, 296666.65519008)",USA,Kansas,Douglas,NA,Central Irregular Plains,17
2017-04-04T14:36:42Z,tgm,NA,"c(6693993.25683889, 383527.038464888)",USA,Indiana,Morgan,NA,Eastern Corn Belt Plains,17
2017-04-04T16:49:19Z,tgm,NA,"c(6091964.61918042, 8197.17350465292)",USA,Missouri,Taney,NA,Ozark Highlands,17
2017-04-04T16:55:51Z,tgm,NA,"c(6199866.07013846, 139841.386177938)",USA,Missouri,Phelps,NA,Ozark Highlands,17
2017-04-04T17:14:14Z,tgm,NA,"c(7387807.6803811, 225056.072689445)",USA,Virginia,Lynchburg,NA,Piedmont,17
2017-04-04T17:15:02Z,tgm,NA,"c(5748466.43981009, 111544.947301245)",USA,Kansas,Cowley,NA,Flint Hills,17
2017-04-04T17:15:54Z,tgm,NA,"c(5770817.65278481, 328571.088809085)",USA,Kansas,Riley,NA,Flint Hills,17
2017-04-04T19:17:44Z,tgm,NA,"c(6334545.69236962, 216431.928000091)",USA,Missouri,Jefferson,NA,Ozark Highlands,17
2017-04-04T19:17:44Z,tgm,NA,"c(6217526.38382683, 149261.417462158)",USA,Missouri,Dent,NA,Ozark Highlands,5
2017-04-04T19:25:10Z,tgm,NA,"c(6172106.98910041, 242009.060569635)",USA,Missouri,Cole,NA,Interior River Valleys and Hills,17
2017-04-04T19:29:14Z,tgm,NA,"c(6419973.67613186, 371028.74286866)",USA,Illinois,Christian,NA,Central Corn Belt Plains,15
2017-04-04T19:31:31Z,tgm,NA,"c(6643487.36121678, 322686.926020039)",USA,Indiana,Greene,NA,Interior River Valleys and Hills,17
2017-04-05T06:46:45Z,tgm,NA,"c(6331185.98011107, 290619.639953967)",USA,Illinois,Jersey,NA,Interior River Valleys and Hills,5
2017-04-05T06:53:50Z,tgm,NA,"c(3648438.70305574, 1340517.80380445)",USA,Oregon,Josephine,NA,Klamath Mountains,8
2017-04-05T06:59:21Z,tgm,NA,"c(6357020.44769622, 298662.516867449)",USA,Illinois,Macoupin,NA,Interior River Valleys and Hills,17
2017-04-05T07:07:53Z,tgm,NA,"c(6129881.51669225, 199064.111057137)",USA,Missouri,Miller,NA,Ozark Highlands,18
2017-04-05T07:53:16Z,tgm,NA,"c(6278899.97498458, 228457.030180799)",USA,Missouri,Franklin,NA,Ozark Highlands,17
2017-04-05T07:54:58Z,tgm,NA,"c(5986446.78299299, 83709.8182735336)",USA,Missouri,Jasper,NA,Ozark Highlands,15
2017-04-05T07:58:41Z,tgm,NA,"c(6162710.25746485, 168879.057720721)",USA,Missouri,Pulaski,NA,Ozark Highlands,6
2017-04-05T08:04:19Z,tgm,NA,"c(5949854.17359192, 350142.313428891)",USA,Missouri,Platte,NA,Western Corn Belt Plains,15
2017-04-05T08:26:05Z,tgm,NA,"c(6804121.2263516, 162619.893476447)",USA,Kentucky,Marion,NA,Interior Plateau,17
2017-04-05T11:24:17Z,tgm,NA,"c(6880082.00851418, 327446.259886459)",USA,Kentucky,Campbell,NA,Interior Plateau,5
2017-04-05T13:15:43Z,tgm,NA,"c(7001406.37671847, -237139.155026303)",USA,Georgia,Gwinnett,NA,Piedmont,5
2017-04-05T13:15:43Z,tgm,NA,"c(6717328.96681573, 386228.1696072)",USA,Indiana,Johnson,NA,Eastern Corn Belt Plains,17
2017-04-05T13:15:43Z,tgm,NA,"c(6557381.34931915, 215791.75717749)",USA,Illinois,White,NA,Interior River Valleys and Hills,17
2017-04-05T13:27:12Z,tgm,NA,"c(6627942.48665241, 311839.293095651)",USA,Indiana,Greene,NA,Interior River Valleys and Hills,17
2017-04-05T13:28:05Z,tgm,NA,"c(6862237.72957744, 243826.643759433)",USA,Kentucky,Scott,NA,Interior Plateau,15
2017-04-05T13:29:55Z,tgm,NA,"c(3851440.82045821, 1619464.33234425)",USA,Oregon,Multnomah,NA,Willamette Valley,17
2017-04-05T13:36:35Z,tgm,NA,"c(7008500.43431244, 94796.5001913691)",USA,Kentucky,Harlan,NA,Central Appalachians,17
2017-04-05T13:57:56Z,tgm,NA,"c(7004910.38680501, 403604.772115343)",USA,Ohio,Ross,NA,Eastern Corn Belt Plains,17
2017-04-05T13:57:56Z,tgm,NA,"c(6159349.86592877, 256339.068329775)",USA,Missouri,Boone,NA,Interior River Valleys and Hills,17
2017-04-05T16:47:12Z,tgm,NA,"c(6531357.00411487, 171134.334482404)",USA,Illinois,Gallatin,NA,Interior River Valleys and Hills,17
